Temperature,x-acc,y-acc,z-acc,Pressure,Load,Flow,,,Nitrogen,,,Frequency,,,Failure Alert,Diagnostic Code
202,208,133,199,204,173,-1,1,-1,-1,1,-1,1,-1,-1,1,5
193,183,87,152,168,267,-1,1,-1,-1,1,-1,1,-1,-1,1,3
209,147,193,163,156,161,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
124,120,158,129,107,94,-1,-1,1,-1,-1,1,-1,-1,1,1,4
185,174,189,154,182,164,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
149,224,126,262,145,198,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
276,270,201,204,311,239,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
187,193,305,161,202,238,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
156,133,151,196,222,135,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
96,168,129,165,92,153,-1,-1,1,-1,-1,1,-1,-1,1,1,4
160,196,174,166,156,165,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
294,236,239,181,257,261,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
240,204,344,287,221,313,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
286,165,206,152,300,184,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
94,99,169,111,135,119,-1,-1,1,-1,-1,1,-1,-1,1,1,4
132,106,135,114,160,119,-1,-1,1,-1,-1,1,-1,-1,1,1,4
244,196,241,200,239,208,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
155,163,177,168,190,189,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
144,198,155,230,193,188,-1,1,-1,-1,1,-1,1,-1,-1,1,3
266,238,156,307,280,179,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
124,102,133,209,213,105,-1,1,-1,-1,1,-1,1,-1,-1,1,3
74,101,137,86,133,157,-1,-1,1,-1,-1,1,-1,-1,1,1,4
174,195,219,160,180,236,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
92,78,156,64,92,64,-1,-1,1,-1,-1,1,-1,-1,1,1,4
209,217,173,172,208,192,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
194,217,199,147,193,192,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
165,189,178,191,163,163,-1,1,-1,-1,1,-1,1,-1,-1,1,5
166,155,129,155,241,77,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
131,219,195,279,180,184,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
170,216,256,293,164,234,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
105,122,174,191,171,184,-1,1,-1,-1,1,-1,1,-1,-1,1,3
135,135,148,132,122,126,-1,-1,1,-1,-1,1,-1,-1,1,1,4
261,203,159,177,258,218,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
186,149,160,217,144,231,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
181,237,270,304,216,245,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
97,282,217,227,212,135,-1,1,-1,-1,1,-1,1,-1,-1,1,5
247,151,150,169,230,238,-1,1,-1,-1,1,-1,1,-1,-1,1,5
287,233,249,205,261,299,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
320,240,176,153,344,255,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
184,86,129,208,199,176,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
218,278,233,170,216,270,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
166,200,202,187,214,186,-1,1,-1,-1,1,-1,1,-1,-1,1,5
147,137,125,118,115,122,-1,-1,1,-1,-1,1,-1,-1,1,1,4
250,209,239,188,225,221,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
193,184,211,221,196,175,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
222,170,140,128,217,203,-1,1,-1,-1,1,-1,1,-1,-1,1,3
164,166,129,188,110,128,-1,-1,1,-1,-1,1,-1,-1,1,1,4
144,115,133,62,99,96,-1,-1,1,-1,-1,1,-1,-1,1,1,4
165,118,140,210,186,174,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
155,185,173,171,216,225,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
152,141,192,224,114,216,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
181,105,100,218,226,189,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
153,117,207,153,194,198,-1,1,-1,-1,1,-1,1,-1,-1,1,3
151,119,76,106,128,125,-1,-1,1,-1,-1,1,-1,-1,1,1,4
170,216,239,201,155,176,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
136,119,120,137,116,116,-1,-1,1,-1,-1,1,-1,-1,1,1,4
252,269,258,246,232,287,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
209,163,235,192,192,240,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
205,210,223,145,160,186,-1,1,-1,-1,1,-1,1,-1,-1,1,3
195,198,119,210,227,173,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
116,188,132,230,248,249,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
199,240,234,203,180,205,-1,1,-1,-1,1,-1,1,-1,-1,1,5
164,125,115,131,104,98,-1,-1,1,-1,-1,1,-1,-1,1,1,4
236,157,160,144,170,223,-1,1,-1,-1,1,-1,1,-1,-1,1,5
271,206,235,113,190,172,-1,1,-1,-1,1,-1,1,-1,-1,1,3
186,177,201,217,156,190,-1,1,-1,-1,1,-1,1,-1,-1,1,5
132,211,126,214,166,102,-1,1,-1,-1,1,-1,1,-1,-1,1,5
227,181,165,148,241,212,-1,1,-1,-1,1,-1,1,-1,-1,1,5
233,237,243,260,236,236,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
192,212,98,181,184,143,-1,1,-1,-1,1,-1,1,-1,-1,1,5
196,186,182,229,175,229,-1,1,-1,-1,1,-1,1,-1,-1,1,5
165,257,186,192,222,124,-1,1,-1,-1,1,-1,1,-1,-1,1,5
207,156,205,114,201,176,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
216,193,240,109,137,170,-1,1,-1,1,-1,-1,-1,1,-1,1,3
181,148,248,219,146,264,-1,1,-1,-1,1,-1,1,-1,-1,1,5
207,141,200,136,215,199,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
231,238,252,140,153,141,-1,1,-1,-1,1,-1,1,-1,-1,1,3
97,130,133,223,157,139,-1,1,-1,-1,1,-1,1,-1,-1,1,3
167,270,158,217,199,194,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
125,207,235,149,147,145,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
198,167,147,198,189,141,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
112,201,215,181,136,165,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
82,178,171,244,195,176,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
177,152,138,169,195,169,-1,1,-1,-1,1,-1,1,-1,-1,1,3
137,131,167,176,153,155,-1,1,-1,-1,1,-1,1,-1,-1,1,3
244,165,203,98,89,164,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
133,187,188,222,88,191,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
153,120,150,148,118,117,-1,-1,1,-1,-1,1,-1,-1,1,1,4
242,193,253,221,187,225,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
216,149,190,135,213,237,-1,1,-1,-1,1,-1,1,-1,-1,1,5
186,210,236,167,175,194,-1,1,-1,-1,1,-1,1,-1,-1,1,3
166,211,174,191,202,145,-1,1,-1,-1,1,-1,1,-1,-1,1,5
185,241,262,244,208,194,-1,1,-1,-1,1,-1,1,-1,-1,1,5
196,149,215,182,205,96,-1,1,-1,-1,1,-1,1,-1,-1,1,3
258,164,164,147,226,193,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
246,167,206,117,182,196,-1,1,-1,-1,1,-1,1,-1,-1,1,3
153,102,126,170,172,121,-1,-1,1,-1,-1,1,-1,-1,1,1,4
132,122,133,73,81,89,-1,-1,1,-1,-1,1,-1,-1,1,1,4
157,242,308,202,153,245,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
262,196,165,240,246,170,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
198,201,143,204,163,176,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
135,135,124,126,123,97,-1,-1,1,-1,-1,1,-1,-1,1,1,4
141,206,214,216,178,206,-1,1,-1,-1,1,-1,1,-1,-1,1,5
233,244,237,135,174,251,-1,1,-1,-1,1,-1,1,-1,-1,1,3
121,174,253,316,137,200,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
171,104,134,175,203,154,-1,1,-1,-1,1,-1,1,-1,-1,1,3
238,270,208,225,250,223,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
144,134,94,70,112,128,-1,-1,1,-1,-1,1,-1,-1,1,1,4
150,119,125,130,140,121,-1,-1,1,-1,-1,1,-1,-1,1,1,4
95,201,160,247,179,111,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
217,148,143,137,231,157,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
196,178,184,128,129,201,-1,1,-1,-1,1,-1,1,-1,-1,1,3
80,245,139,192,174,71,-1,1,-1,-1,1,-1,1,-1,-1,1,5
204,195,256,249,247,207,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
223,250,169,205,205,188,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
256,147,218,154,203,266,-1,1,-1,-1,1,-1,1,-1,-1,1,5
193,80,100,162,185,194,-1,1,-1,-1,1,-1,1,-1,-1,1,3
134,73,48,280,232,260,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
138,153,110,224,242,149,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
226,138,206,135,201,234,-1,1,-1,-1,1,-1,1,-1,-1,1,5
97,236,101,147,174,104,-1,1,-1,-1,1,-1,1,-1,-1,1,5
173,200,125,206,159,199,-1,1,-1,-1,1,-1,1,-1,-1,1,5
183,159,203,197,190,198,-1,1,-1,-1,1,-1,1,-1,-1,1,5
183,160,190,233,215,173,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
131,100,143,117,159,101,-1,-1,1,-1,-1,1,-1,-1,1,1,4
238,212,198,209,226,212,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
269,152,256,171,174,283,-1,1,-1,-1,1,-1,1,-1,-1,1,5
135,214,239,196,143,186,-1,1,-1,-1,1,-1,1,-1,-1,1,5
244,201,108,236,257,150,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
95,120,144,112,135,126,-1,-1,1,-1,-1,1,-1,-1,1,1,4
152,155,97,110,58,107,-1,-1,1,-1,-1,1,-1,-1,1,1,4
244,243,243,218,223,218,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
208,173,131,249,218,213,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
153,202,150,113,164,168,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
217,189,201,260,217,210,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
175,185,207,172,193,144,-1,1,-1,-1,1,-1,1,-1,-1,1,3
127,214,198,141,112,143,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
168,239,212,143,138,142,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
132,167,205,186,162,166,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
213,193,243,177,218,242,-1,1,-1,-1,-1,1,-1,-1,1,1,5
208,169,156,187,225,176,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
159,227,243,214,191,208,-1,1,-1,-1,1,-1,1,-1,-1,-1,0
207,243,277,278,221,229,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
148,157,110,172,155,214,-1,1,-1,-1,1,-1,1,-1,-1,1,3
73,199,143,229,225,121,-1,1,-1,1,-1,-1,1,-1,-1,-1,1
183,190,252,183,198,254,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
204,219,184,204,197,243,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
166,165,194,153,220,137,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
182,129,230,207,168,171,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
78,133,141,110,141,146,-1,-1,1,-1,-1,1,-1,-1,1,1,4
67,195,153,238,95,163,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
214,264,239,293,222,280,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
202,197,106,175,184,152,-1,1,-1,-1,1,-1,1,-1,-1,1,5
203,199,198,232,212,225,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
165,164,176,169,173,213,-1,1,-1,-1,1,-1,1,-1,-1,1,3
278,239,202,182,244,229,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
126,115,156,128,147,96,-1,-1,1,-1,-1,1,-1,-1,1,1,4
200,236,207,248,209,240,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
102,89,138,90,108,132,-1,-1,1,-1,-1,1,-1,-1,1,1,4
219,178,229,202,169,201,-1,1,-1,-1,1,-1,1,-1,-1,1,5
249,194,179,164,177,226,-1,1,-1,-1,1,-1,1,-1,-1,1,3
240,146,131,156,87,242,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
177,197,185,127,247,152,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
132,123,65,202,172,245,-1,1,-1,-1,1,-1,1,-1,-1,1,3
251,170,153,163,231,206,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
209,243,245,288,202,259,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
225,286,270,290,257,240,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
223,289,297,291,254,231,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
253,140,194,140,93,242,-1,1,-1,1,-1,-1,1,-1,-1,-1,1
164,194,178,195,185,202,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
222,169,165,128,162,215,-1,1,-1,-1,1,-1,1,-1,-1,1,3
265,214,204,184,288,207,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
122,98,76,180,176,191,-1,1,-1,-1,1,-1,1,-1,-1,1,3
203,187,226,247,212,230,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
209,139,135,160,129,202,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
198,182,177,216,213,138,-1,1,-1,-1,1,-1,1,-1,-1,1,3
189,120,238,201,154,248,-1,1,-1,-1,1,-1,1,-1,-1,1,5
102,108,149,125,75,95,-1,-1,1,-1,-1,1,-1,-1,1,1,4
263,229,195,166,191,186,-1,1,-1,-1,1,-1,1,-1,-1,1,3
124,172,179,210,188,39,-1,1,-1,1,-1,-1,-1,1,-1,1,3
61,92,167,226,206,101,-1,1,-1,-1,1,-1,1,-1,-1,1,3
62,161,95,128,104,174,-1,-1,1,-1,-1,1,-1,-1,1,1,4
215,192,161,201,191,176,-1,1,-1,-1,1,-1,1,-1,-1,1,5
121,158,129,105,73,87,-1,-1,1,-1,-1,1,-1,-1,1,1,4
156,231,178,165,258,114,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
206,151,197,136,136,216,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
233,149,68,146,178,127,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
192,206,236,151,189,207,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
200,153,286,250,198,261,-1,1,-1,-1,1,-1,1,-1,-1,1,5
157,282,180,210,155,122,-1,1,-1,-1,1,-1,1,-1,-1,1,5
244,195,193,119,158,248,-1,1,-1,-1,1,-1,1,-1,-1,1,3
118,83,166,93,128,84,-1,-1,1,-1,-1,1,-1,-1,1,1,4
263,181,200,108,137,215,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
229,176,193,288,254,146,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
139,185,102,194,183,110,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
161,130,139,120,145,101,-1,-1,1,-1,-1,1,-1,-1,1,1,4
196,263,231,182,161,149,-1,1,-1,-1,1,-1,1,-1,-1,1,3
190,220,318,281,230,222,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
180,216,252,159,142,123,-1,1,-1,-1,1,-1,1,-1,-1,1,3
115,169,153,247,162,161,-1,1,-1,1,-1,-1,1,-1,-1,-1,1
199,218,137,149,187,127,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
136,128,162,131,109,99,-1,-1,1,-1,-1,1,-1,-1,1,1,4
186,160,318,257,172,286,-1,1,-1,-1,1,-1,1,-1,-1,1,5
152,175,142,198,282,159,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
133,92,114,68,96,78,-1,-1,1,-1,-1,1,-1,-1,1,1,4
155,157,124,188,176,138,-1,1,-1,-1,1,-1,1,-1,-1,1,5
221,182,224,177,215,226,-1,1,-1,-1,1,-1,1,-1,-1,1,5
89,121,125,132,112,132,-1,-1,1,-1,-1,1,-1,-1,1,1,4
201,195,223,208,183,195,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
100,92,146,208,204,168,-1,1,-1,-1,1,-1,1,-1,-1,1,3
227,194,174,130,180,200,-1,1,-1,-1,1,-1,1,-1,-1,1,5
103,87,108,209,215,105,-1,1,-1,-1,1,-1,1,-1,-1,1,3
217,207,143,187,181,174,-1,1,-1,-1,1,-1,1,-1,-1,1,5
171,166,170,176,207,221,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
242,191,184,201,253,148,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
171,151,285,243,105,215,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
72,157,194,147,145,131,-1,-1,1,-1,-1,1,-1,-1,1,1,4
178,151,228,241,167,179,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
141,167,201,181,162,146,-1,1,-1,-1,1,-1,1,-1,-1,1,3
179,164,84,111,213,174,-1,1,-1,-1,1,-1,-1,1,-1,1,5
263,227,231,214,264,250,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
148,125,166,147,120,71,-1,-1,1,-1,-1,1,-1,-1,1,1,4
321,240,245,199,336,268,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
269,207,216,221,260,318,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
207,268,222,248,183,222,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
272,213,208,204,248,260,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
89,121,177,145,134,121,-1,-1,1,-1,-1,1,-1,-1,1,1,4
121,133,145,91,127,106,-1,-1,1,-1,-1,1,-1,-1,1,1,4
204,243,242,274,233,227,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
207,119,167,174,197,233,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
219,118,173,164,147,174,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
138,207,185,234,170,162,-1,1,-1,-1,1,-1,1,-1,-1,1,5
146,141,101,261,230,214,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
174,232,100,158,133,121,-1,1,-1,-1,1,-1,1,-1,-1,1,5
166,236,177,261,127,222,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
217,249,311,175,141,155,-1,1,-1,-1,1,-1,1,-1,-1,1,3
243,221,234,198,250,214,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
261,181,196,174,162,226,-1,1,-1,-1,1,-1,1,-1,-1,1,5
246,190,228,182,180,235,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
155,127,120,179,142,151,-1,-1,1,-1,-1,1,-1,-1,1,1,4
195,221,228,136,166,192,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
216,236,228,193,215,190,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
127,124,143,103,107,107,-1,-1,1,-1,-1,1,-1,-1,1,1,4
223,192,270,244,181,286,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
333,245,278,144,282,251,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
175,200,173,152,136,98,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
161,234,173,178,215,143,-1,1,-1,-1,1,-1,1,-1,-1,1,5
109,97,93,121,208,176,-1,-1,1,-1,-1,1,-1,-1,1,1,4
292,242,247,187,328,188,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
215,221,271,265,197,266,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
254,214,174,245,261,181,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
118,239,276,124,196,115,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
259,206,272,206,220,264,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
167,139,85,236,203,171,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
103,120,164,130,145,123,-1,-1,1,-1,-1,1,-1,-1,1,1,4
224,227,136,205,174,221,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
110,156,147,213,175,171,-1,1,-1,-1,1,-1,1,-1,-1,1,3
214,197,182,115,187,211,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
181,166,174,178,216,130,-1,1,-1,-1,1,-1,1,-1,-1,1,3
138,180,150,206,183,115,-1,1,-1,-1,1,-1,1,-1,-1,1,3
149,209,233,297,172,197,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
131,123,124,138,141,113,-1,-1,1,-1,-1,1,-1,-1,1,1,4
103,110,109,175,167,220,-1,1,-1,-1,1,-1,1,-1,-1,1,3
202,207,223,113,84,147,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
205,217,181,121,146,209,-1,1,-1,-1,1,-1,1,-1,-1,1,3
174,231,173,161,173,162,-1,1,-1,-1,1,-1,1,-1,-1,1,5
242,215,275,232,205,268,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
211,169,192,171,115,236,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
154,127,149,159,132,130,-1,-1,1,-1,-1,1,-1,-1,1,1,4
192,181,133,200,212,227,-1,1,-1,-1,1,-1,1,-1,-1,1,3
181,183,156,171,141,132,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
173,180,186,244,149,194,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
167,222,204,149,156,189,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
198,209,246,133,130,192,-1,1,-1,-1,1,-1,1,-1,-1,1,3
239,135,199,189,199,215,-1,1,-1,-1,1,-1,1,-1,-1,1,5
202,177,212,225,164,157,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
135,154,127,86,54,117,-1,-1,1,-1,-1,1,-1,-1,1,1,4
203,197,176,151,185,194,-1,1,-1,-1,1,-1,1,-1,-1,1,3
149,131,184,155,185,145,-1,1,-1,-1,1,-1,1,-1,-1,1,3
205,230,190,196,206,246,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
95,98,144,84,103,105,-1,-1,1,-1,-1,1,-1,-1,1,1,4
237,208,175,239,253,196,-1,1,-1,-1,1,-1,-1,1,-1,-1,0
197,189,198,144,92,142,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
90,248,209,171,198,134,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
293,263,199,192,253,243,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
146,100,103,101,154,108,-1,-1,1,-1,-1,1,-1,-1,1,1,4
203,223,162,134,161,158,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
168,301,224,316,196,259,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
163,184,214,188,178,163,-1,1,-1,-1,1,-1,1,-1,-1,1,3
197,206,199,198,232,192,-1,1,-1,-1,1,-1,1,-1,-1,1,5
289,262,294,244,286,294,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
84,135,138,170,185,170,-1,-1,1,-1,-1,1,-1,-1,1,1,4
141,175,137,224,196,207,-1,1,-1,-1,1,-1,1,-1,-1,1,3
204,167,70,183,212,231,-1,1,-1,-1,1,-1,1,-1,-1,1,3
119,158,182,199,228,143,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
140,123,121,96,115,116,-1,-1,1,-1,-1,1,-1,-1,1,1,4
212,122,167,142,206,237,-1,1,-1,-1,1,-1,1,-1,-1,1,5
172,127,147,215,160,227,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
130,165,155,191,147,142,-1,1,-1,-1,1,-1,1,-1,-1,1,3
179,130,140,128,127,69,-1,-1,1,-1,-1,1,-1,-1,1,1,4
295,241,291,217,301,258,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
153,254,223,146,37,89,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
248,266,259,247,266,278,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
219,193,238,244,205,236,-1,1,-1,-1,1,-1,1,-1,-1,1,5
195,179,186,243,194,185,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
113,63,160,112,163,78,-1,-1,1,-1,-1,1,-1,-1,1,1,4
230,234,243,234,209,236,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
199,121,74,144,185,185,-1,1,-1,-1,1,-1,1,-1,-1,1,3
169,99,120,91,116,88,-1,-1,1,-1,-1,1,-1,-1,1,1,4
206,195,178,147,180,205,-1,1,-1,-1,1,-1,1,-1,-1,1,3
242,212,285,234,201,240,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
188,191,177,136,176,195,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
109,274,213,132,129,69,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
134,261,182,214,149,100,-1,1,-1,-1,1,-1,1,-1,-1,1,5
103,197,269,143,189,131,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
255,126,168,131,157,182,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
149,164,126,234,215,157,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
124,134,107,144,130,137,-1,-1,1,-1,-1,1,-1,-1,1,1,4
182,217,199,147,118,185,-1,1,-1,-1,1,-1,1,-1,-1,1,3
159,95,101,106,113,86,-1,-1,1,-1,-1,1,-1,-1,1,1,4
246,199,239,206,263,198,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
228,204,130,158,184,152,-1,1,-1,-1,1,-1,1,-1,-1,1,5
219,238,224,155,182,224,-1,1,-1,-1,1,-1,1,-1,-1,1,3
89,219,211,159,178,116,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
185,232,228,274,195,229,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
186,221,241,289,191,235,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
165,185,330,219,169,259,-1,1,-1,-1,1,-1,1,-1,-1,1,5
163,170,134,194,197,162,-1,1,-1,-1,1,-1,1,-1,-1,1,3
216,132,156,156,175,216,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
161,151,131,131,112,116,-1,-1,1,-1,-1,1,-1,-1,1,1,4
188,200,105,224,214,154,-1,1,-1,1,-1,-1,-1,1,-1,-1,0
149,153,158,199,185,179,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
244,267,252,259,300,230,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
126,137,89,190,183,125,-1,1,-1,-1,1,-1,1,-1,-1,1,3
285,178,264,216,283,264,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
233,246,155,148,208,166,-1,1,-1,-1,1,-1,1,-1,-1,1,5
67,231,128,149,162,67,-1,1,-1,-1,1,-1,1,-1,-1,1,5
187,241,198,264,226,216,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
215,212,213,189,181,205,-1,1,-1,-1,1,-1,1,-1,-1,1,3
278,213,324,272,275,304,-1,1,-1,1,-1,-1,-1,1,-1,-1,2
145,147,120,197,167,177,-1,1,-1,-1,1,-1,1,-1,-1,1,3
233,193,122,169,147,268,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
116,197,133,189,233,175,-1,1,-1,-1,1,-1,1,-1,-1,-1,1
